tweet,subtask_a,subtask_b,subtask_c
"RT @Chiku_taku_Says: @ramraje_shinde काय फायदा त्या स्वातंत्र्याचा सांगा...

महाराष्ट्रात शरद पवारांचा मंत्री... मराठी महिलेला म्हणतो..
""तु…",,,
@happysoul_S पण मी म्हणतो सकाळी सकाळी कशाला vpn वापरत बसायच😉🤣,,,
@BeingMarathi12 @BhatkhalkarA @BJP4Maharashtra म व आघाडी चा हर्बल तंबाखू प्रवक्ता जो संवैधानिक पदावर मंत्रीही आहे… https://t.co/DGdSjxdnN6,,,
RT @Rakesh_Speaker: @SahilVastad अफवा? इथे व्हिडिओ आहेत फटाके वाजल्याचे अन तू अफवा म्हणतो... भामट्या तू नसशील वाजवले हे एकवेळ मान्य करू पण…,,,
@SahilVastad अफवा? इथे व्हिडिओ आहेत फटाके वाजल्याचे अन तू अफवा म्हणतो... भामट्या तू नसशील वाजवले हे एकवेळ मान्य करू… https://t.co/xnHdoAozFX,,,
"@SAmbelkar @INCMaharashtra ह्यात काहीही गैर वा चुकीचा नाही, त्या लोकांचा गल्ली आहे। मी म्हणतो पूर्ण मुंबई आहे त्यां… https://t.co/CvHVzCtZAX",,,
"RT @indiacspeaks: माझं नांव मोदी पण मी स्वतःला लाडाने फकीर म्हणतो !

#दिभाग्रज",,,
@sameerlaxmanbh1 मी तेच म्हणतो.तुम्ही हाक मारून बघा कठीण काळात.जे आले ते आपले.नाही आले ते परके.पण कळल तर कोण आपल कोण परक,,,
"@itsamchimumbai @Namo781 @iwincar @santosh232345 @BhatkhalkarA 🤣🤣🤣

हा ना यांचे नेते सांगत होते शेणाने अंघोळ करा ka… https://t.co/ZXYuGjGsdo",,,
"RT @PrasadMandavkr7: मौलाना भारतीय संविधानापेक्षा मोठा आहे का ? कोण मौलाना काय म्हणतो
मला मान्य नाही! मी भारतीय संविधानाला मानते -क्रांती…",,,
"@9900Vikram आमचे छत्रपती एकच ते म्हणजेमहाराज.
आज काल कोणीही उठतो आणि आजी माजी पाजी ला छत्रपती म्हणतो.",,,
@Anya2_26_6 तो लाडाने त्याच्या पत्नी ला ओरिसा म्हणतो,,,
माझं नाव चंद्रकांत पाटील पण अक्खा महाराष्ट्र मला लाडाने #चंपा म्हणतो.😂😂,,,
"माझं नांव मोदी पण मी स्वतःला लाडाने फकीर म्हणतो !

#दिभाग्रज",,,
"आजच्या अग्रलेखात महाराष्ट्र टाईम्स म्हणतो, महाराष्ट्रात भाजप सरकार असते तर एनसीबी चे छापे पडले असते का? अरे, आज महा… https://t.co/Sml0jixpQX",,,
"RT @InamdarSpeaks: अवघा महाराष्ट्र मला लाडाने छिछोराचंद म्हणतो.
- गोपीचंद
तेरा लाड .. सुट्टा मार .......",,,
RT @d590NMx8dstLnQv: आपण पण कांदिवली च्या अतुल बावचळकर ला लाडाने टॉमी म्हणतो कि https://t.co/QPJ1zDVzUo,,,
"माझं नाव गोपीचंद..
सगळा महाराष्ट्र मला लाडाने मंगळसूत्र चोर म्हणतो😭🙏",,,
RT @tanusiya86: आम्ही लाडाने झाकण चोर म्हणतो!😢,,,
RT @gauravpatil2000: काय करायचं आम्ही सामान्य माणसाने... फक्त थुकपट्टया लावल्या की जवाबदारी संपली का तुमची?एकाला विचारलं की तो म्हणतो मला…,,,
@MHD_Press @AcharyaBhosale @BJP4Maharashtra @PawarSpeaks @NCPspeaks @nawabmalikncp @OfficeofNM @Awhadspeaks… https://t.co/G4JFBiNE87,,,
@TV9Marathi @nawabmalikncp @rautsanjay61 @KrantiRedkar @BJP4Maharashtra समीर वानखेडे मुस्लिम आसो या दलित ह्याचा केस… https://t.co/4z3glJz3Pn,,,
"अवघा महाराष्ट्र मला लाडाने छिछोराचंद म्हणतो.
- गोपीचंद
तेरा लाड .. सुट्टा मार .......",,,
सगळ्यांच्या आयचा घो... सगळे आपल्या बुडा खालील असलेला अंधार लपवण्यचा प्रयत्न करु लागतात... आणि आपण निव्वळ चुतीये बन… https://t.co/seY6kSkQWg,,,
"@deepakbhatuse @nawabmalikncp मी तर म्हणतो नवाब मलिक यांनी राजकारण सोडून CBI, RAW किंवा IB मध्ये काम करावं कोठून कोठून काही पण शोधत आहे.",,,
@PoulAyodhya आमचे नाव शेणिक पण आता आम्हीच आम्हाला पेंग्विन म्हणतो..,,,
"आम्ही समजु शकतोय की सत्ता हातात नाहीये म्हणुन जळफळाट होतोय अरे पण मी काय म्हणतो विरोध दर्शवण्याची एक पद्धत असते.
आप… https://t.co/rtkX4l7jQK",,,
"@d590NMx8dstLnQv माझ नाव ""अमित"" पन माझा बॉस मला टॉमी म्हणतो ।",,,
"@PadmakarTillu महाराष्ट्रात शरद पवारांचा मंत्री... मराठी महिलेला म्हणतो..

""तुझा इतिहास काढीन, सांभाळून बोल! हमाम… https://t.co/coeEDzuK6q",,,
"@Milind_Date2021 महाराष्ट्रात शरद पवारांचा मंत्री... मराठी महिलेला म्हणतो..

""तुझा इतिहास काढीन, सांभाळून बोल! हमाम… https://t.co/tYPkxMbHDz",,,
"@MH12_PUNE महाराष्ट्रात शरद पवारांचा मंत्री... मराठी महिलेला म्हणतो..

""तुझा इतिहास काढीन, सांभाळून बोल! हमाम मैं स… https://t.co/Y5ArhjEujU",,,
"@swarraj5 @sandip_1407 महाराष्ट्रात शरद पवारांचा मंत्री... मराठी महिलेला म्हणतो..
""तुझा इतिहास काढीन, सांभाळून बोल!… https://t.co/YD6cX1CK5R",,,
"@ImchefAarti काय फायदा त्या स्वातंत्र्याचा सांगा...

महाराष्ट्रात शरद पवारांचा मंत्री... मराठी महिलेला म्हणतो..
""तु… https://t.co/j5NeIafZoA",,,
"@ramraje_shinde काय फायदा त्या स्वातंत्र्याचा सांगा...

महाराष्ट्रात शरद पवारांचा मंत्री... मराठी महिलेला म्हणतो..… https://t.co/otS04E1hNJ",,,
@Archanagsanap2 आजही माझी आई मला प्रेमाने सलमान म्हणते मी म्हणतो म्हणू नकोस माझा लग्न लवकर होणार नाही 😏😏😂😂😂,,,
"का नाही करणार? करेलच की, मी तर म्हणतो केलाच पाहिजे! https://t.co/8d0I36Smk4 https://t.co/okWJxqggXm",,,
"@meriawaajsuno 👍
आम्ही शेंगुळे म्हणतो 😁",,,
"माझे नाव सुप्रिया सुळे पण मला अवघा महाराष्ट्र्र लाडाने सुसू म्हणतो
आपल्याच सुसू पुढे काय लिहायलाच हवे का https://t.co/DZyxphXuY0",,,
"माझं नाव चंद्रकांत पाटील.... पण अवघा महाराष्ट्र मला लाडाने चंपा म्हणतो

आपलाच

चंपा तेलकट हलकट

😂🤣 https://t.co/014LME4OGn",,,
@abpmajhatv @nileshbudhawale @Awhadspeaks मविआ च्या मंत्र्यांकडून या पेक्षा वेगळ्या अपेक्षा असूच शकत नाहीत.… https://t.co/OosgTOVkyn,,,
"माझं नाव गोपीचंद..

सगळा महाराष्ट्र मला लाडाने मंगळसूत्र चोर म्हणतो😭🙏",,,
"RT @SinbadTheSail17: @PoulAyodhya त्याच नाव आदू पण आम्ही त्याला पेंग्वीन म्हणतो..
त्याच नाव शेनिक पण आम्ही त्याला कुरकुरे चोर म्हणतो 😝",,,
"मझ्या bio made बघून तू देशभक्ती काढतो, तुझ्या नावात बघून मी लादेन चा आहेत म्हणतो 😜..
शेवटी कुत्र्याच शेपूट किती ही… https://t.co/D7iVWkrq9w",,,
"RT @SunshineVenture: दरवाजा म्हणतो अतिथीचे स्वागत
कर,
घड्याळ म्हणते काळाची पाऊले
ओळख,
खिडकी म्हणते दूरदृष्टी ठेव, दुनियेचे भान ठेव,
छत म्हण…",,,
"@nawabmalikncp मी काय म्हणतो..
तुमचा नक्की प्रॉब्लेम काय आहे?
1) वानखेडे ने आर्यन खान ला पकडलं म्हणून?🙄
2) अटक के… https://t.co/jr7x2eI5xe",,,
"@abpmajhatv @nileshbudhawale @Awhadspeaks मी म्हणतो,, है abp majha,,tv ९ मराठी ह्या पत्रकार लोकांना,, हे नवाब मलिक,… https://t.co/moG7nrlum0",,,
@JayeshHJoshi07 @ranadiveamol @DharnePratiksha @Vijay___26 @JanhaviNirgun @PoulAyodhya @ShaikhMohseenN… https://t.co/IwwfBpN8cX,,,
"मौलाना भारतीय संविधानापेक्षा मोठा आहे का ? कोण मौलाना काय म्हणतो
मला मान्य नाही! मी भारतीय संविधानाला मानते -क्रांती रेडकर
जय भीम 🙏🏻❣️",,,
"RT @suraj_sawat: आम्ही (मालकाने ) पोसलेल्या या पांढऱ्या शुभ्र आत्मनिर्भर श्वानाला लाडाने ""Alex"" म्हणतो!!

#अराजकीय https://t.co/X1kWgSeyBX",,,
"मौलाना भारतीय संविधानापेक्षा मोठा आहे का ? कोण मौलाना काय म्हणतो
मला मान्य नाही! मी भारतीय संविधानाला मानते -क्रांती रेडकर",,,
RT @Patil_____: आम्ही सगळे भक्त तुला गावठी माधुरी म्हणतो 😂😂,,,
"आम्ही (मालकाने ) पोसलेल्या या पांढऱ्या शुभ्र आत्मनिर्भर श्वानाला लाडाने ""Alex"" म्हणतो!!

#अराजकीय https://t.co/X1kWgSeyBX",,,
"RT @CaptainBajirao_: समालोचक : तुमच्या हरण्याचे कारण ?
भारतीय संघ :- बाप आहे त्याचा...मी !
समालोचक :- मग?
भारतीय संघ :- तो मला डेडीss म्हणा…",,,
"RT @bharat_parody: आम्ही (मालकाने ) पोसलेल्या या पांढऱ्या शुभ्र आत्मनिर्भर श्वानाला लाडाने ""मोती"" म्हणतो!!

#saint_bernard
#अराजकीय https:/…",,,
"अवघा महाराष्ट्र मला लाडाने टरबूज म्हणतो.

- फडणवीस

तेरा लाड लाड लाड.. सुट्टा मार मार मार .",,,
"@SandyNikam12 @SambhajiTPatil आम्ही टेकस म्हणतो ।।।
फक्त टेकस ।।😢",,,
@HarshadaSwakul मी बायकोला लाडाने पेगासेसे म्हणतो,,,
"@PoulAyodhya त्याच नाव आदू पण आम्ही त्याला पेंग्वीन म्हणतो..
त्याच नाव शेनिक पण आम्ही त्याला कुरकुरे चोर म्हणतो 😝",,,
आम्ही सगळे भक्त तुला गावठी माधुरी म्हणतो 😂😂 https://t.co/NR7kAz9PZe,,,
@BhatkhalkarA तो बंगल्यात नेऊन मारतो? तरीही राजीनामा देणार नाही म्हणतो,,,
@AcharyaBhosale स्वतःला अचार्य म्हणतो काय तुझी भाषा शेवटी 👇👇👇 https://t.co/mAQqd67gPV,,,
"RT @gdeshmukh1984: बॉलिवूडच्या मागे संपूर्ण मंत्रिमंडळ असताना आपण म्हणतो तसे बॉलीवूडमुक्तमहाराष्ट्र कधी होईल का?

मराठी चित्रपट सृष्टी हे आ…",,,
@sunnynagwekar त्याच नाव आदित्य आहे पण अमोल मितकरी लाडाने Baby🐧 म्हणतो 😂🐥🐥😂🐥,,,
"@namdevwrites माझ्या मित्राला अय सम्या म्हणतो, त्याला लाडाने ओसामा म्हनाव का? 😛",,,
आम्ही व्हावून आलेला चंपा म्हणतो!😢 https://t.co/IrvgHGlrl7,,,
RT @AkasshSpeaks: @hemant_mahakal माझा मित्र त्याच्या बायकोला लाडाने दाऊद म्हणतो.😂,,,
आम्ही लाडाने झाकण चोर म्हणतो!😢 https://t.co/2uzmrQp4DI,,,
RT @KaduAmol: @praveengavit11 आमच्याकडे प्रवीण नाव असेल तर त्याला आम्ही रागाने पव्या यडzव्या म्हणतो 😂😂😂,,,
"RT @Swapnil67308356: NCB च्या एका अधिकाऱ्याला हरविण्यासाठी सर्व चरसी जोमात लागले आहेत.मी तर म्हणतो त्यांना झोपा वैगरे तरी लागता की नाही .
@…",,,
"@Anand_Dasa88 त्याच नाव ""अमित"" पण रागाने त्याला आम्ही ""तडीपार"" म्हणतो 🤣😂",,,
माझं नाव चंद्रकांत पाटील पण अक्खा महाराष्ट्र मला लाडाने #चंपा म्हणतो.😂😂 https://t.co/hWuFQpZnON,,,
NCB च्या एका अधिकाऱ्याला हरविण्यासाठी सर्व चरसी जोमात लागले आहेत.मी तर म्हणतो त्यांना झोपा वैगरे तरी लागता की नाही… https://t.co/lQwaiG3JzX,,,
@HarshadaSwakul माझा मित्र त्याच्या बायकोला लाडाने दाऊद म्हणतो.😄😄😄,,,
@Abhishe51645214 आम्ही काकांना प्रमने बोबड्या म्हणतो 😝,,,
"@sumrag, इथे मी तुला अरे का रे म्हणतो कारण तू जवळचा वाटतो.

पण , तू खरं सांग की त्या म्हणतायेत त्यात काहीही तथ्य आ… https://t.co/cQci24wnBd",,,
आपण पण कांदिवली च्या अतुल बावचळकर ला लाडाने टॉमी म्हणतो कि https://t.co/QPJ1zDVzUo,,,
@BodkheShilpa किरीट सोमय्या यांना मी प्रेमाने तोतला सोमय्या म्हणतो😀,,,
@hemant_mahakal माझा मित्र त्याच्या बायकोला लाडाने दाऊद म्हणतो.😂,,,
मी लाडाने गायछापला ड्रग्ज म्हणतो : आर्यन खान,,,
@praveengavit11 आमच्याकडे प्रवीण नाव असेल तर त्याला आम्ही रागाने पव्या यडzव्या म्हणतो 😂😂😂,,,
@NikhilBhamre8 अहो मी त्याला भगार घेऊन जा म्हणतोय तरी ऐकत नही काय तर गांजा मारलाय म्हणतो मी,,,
@Chav0_ अरे काय भैताड आहे तू कधी म्हणतोय इकडे कधी म्हणतो तिकडे आबे भोसडीच्या तुला नंबर दिला आहे ना कॉल कर आणि मी तु… https://t.co/Yaoo8FhPt5,,,
"प्रेमाने कोणी ""दाऊद"" म्हणतो का?
😊",,,
"दरवाजा म्हणतो अतिथीचे स्वागत
कर,
घड्याळ म्हणते काळाची पाऊले
ओळख,
खिडकी म्हणते दूरदृष्टी ठेव, दुनियेचे भान ठेव,
छत… https://t.co/uZ1WACdNeH",,,
"आम्ही (मालकाने ) पोसलेल्या या पांढऱ्या शुभ्र आत्मनिर्भर श्वानाला लाडाने ""मोती"" म्हणतो!!

#saint_bernard
#अराजकीय https://t.co/f7EcDoW7XW",,,
"#BiggBossMarathi3 : जय म्हणतो, “...... तोच खरा मान असतो”
#BigBossMarathi @manjrekarmahesh @BiggBossMarathi… https://t.co/qMkWpHbAo4",,,
"@BhavikaRaka @_KalyaniSpeaks_ मी तर म्हणतो आधी हिला ब्लॉक करूयात, मग आपण आपलं ठरवू 😂😂😂",,,
"@spruhavarad तुला बघितले की heartbeats वाढतात, कोणी Dr. आहे का heart speacialist ओळखीचा, दाखवून घ्यावं म्हणतो daily… https://t.co/VB756FmU8p",,,
@_iralph @bipolarbearrgh आरसा काय म्हणतो ते ऐका .,,,
"मी काय म्हणतो, जर दोन डोस घेतलेल्यांनाच ट्रेन मध्ये घेणार असं सांगितलं जातं आहे तर यांच्या निवडणूक मिटिंगला जी लोक… https://t.co/TEI77ePLl2",,,
आधी नुसते मलिक म्हणत होते समीर वानखेडे मुस्लिम आहे आता मौलाना सुद्धा म्हणतो की त्यानेच त्याचं लग्न लावून दिलं आणि… https://t.co/IPMMgD8lh2,,,
बरं मी काय म्हणतो नशा करणाऱ्यांना पकडन्या पेक्षा नशा विक्री करणाऱ्यांना पकडलं तर ? जर नशा नावाच्या वस्तूची विक्री… https://t.co/vgYSZdjoyu,,,
"अजब नाहीये हरामखोरांनो ... आमच्या गावकडेही आहेत असे ... ज्यांना आम्ही दाऊद म्हणतो ...
दबंग व्यक्ती असला की त्याला… https://t.co/ucxHG8ZdYI",,,
@krushna376 आम्ही याला चीन्यामीन्या म्हणतो,,,
"पहिल्यांदा म्हणाला, 'रिजवानकडून हिंदूंमध्ये उभं राहून नमाज अदा, गर्व वाटतो', टीकेची झोड उठल्यानंतर वकार म्हणतो, 'म… https://t.co/SNjRYF6y1P",,,
"लागेगी आग, तो आयेंगे कई घर जद मे,
यहा हमारा मकान थोडी हैं... 🥲

सुमित भाऊ, जे काही ट्रॉलिंग झालं ते वाईटच पण ह्यां… https://t.co/LRYovBy8ol",,,
"वांगी ताई आणि हर्बल तंबाखू दादा.
मी काय म्हणतो जे कोणते कृषी रत्न पुरस्कार असतील, एकदाचे देऊन टाका राष्ट्रवादी च्या नेत्यांना
@NCPspeaks",,,
मी तर म्हणतो @nawabmalikncp @OfficeofNM ने ऐवढी फडफड करायची काय गरज #AryanKhan केस मध्ये @iamsrk ने काय टेबल खालून निधी दिला आहे का ???,,,
"@ChhPremi @Liberal_India1 मी तर म्हणतो सगळेच आहेत कणा असलेले. आपल्याच न्यायव्यवस्थेवर शंका घेणे, केवळ आपल्या विचारस… https://t.co/94aEPps6Dr",,,
@ChitraKWagh अहो करुद्या ना चौकशी सत्त असेल तर समोर येईल ना..तुमचा का तिळपापड होतोय.. प्रत्येक प्रकरणात महाराष्ट्रा… https://t.co/g4WUiOdwB6,,,
"RT @namdevwrites: इथंच एक व्हीडिओ पाहिला. एक मुलगी सांगतेय की, भारताला 99 वर्षांच्या लिजवर स्वातंत्र्य मिळालंय वगैरे. सोशल मीडिया आभासी आहे…",,,
"@Mohanggg1g @ravipevekar खान मुस्लिम मध्ये असतात तसे राहुल मुस्लिम नाही तर पारसी म्हणतो झाले का समाधान,… https://t.co/EDEz1sJxtw",,,
"@Gotya101 Better you apologize. आम्ही स्वतःला ‘भीमाची लेकरं’ म्हणतो. घोषणा ‘जय भीम’ देतो. वंदन भीमाला करतो. 
क़तारम… https://t.co/7cEcqsqzr1",,,
"@Mubin145 @TMCaTweetAway @AUThackeray मी काय म्हणतो लोकेशन कशाला पाहिजे 
ऑडिट होत नाही का , झाड लावायची आणि जगवायची… https://t.co/8qf5YOQFLF",,,
"@abpmajhatv @nawabmalikncp मी काय म्हणतो..या मंत्र्याला च आत टाका.
याला सगळ्यातले सगळे माहीत आहे. 
ड्रग सप्लायर कोण… https://t.co/85xuyRUiVO",,,
"मग फायनल काय ठरलं समीर वानखेडे कोण हिंदू,मुस्लिम, दलीत, ख्रिस्ती ....
मी तर म्हणतो #ब्राह्मण आहेत सांगा जास्तं… https://t.co/RgcHgWQ0s7",,,
"@ZeeNews @nawabmalikncp मग फाइनली काय ठरले??

वानखेड़े मुस्लिम क्रिस्ती की दलित??

मी तर म्हणतो बामण घोषित करा अजुन विरोध वाढेल 😂",,,
ह्या कवितेच्या ओळींत जगाच्या स्वार्थीपणाकडे डोळसपणे पाहिलेलं दिसतं. लोकांना तुमच्याकडून केल्या जाणाऱ्या कामाशी मतलब… https://t.co/jVSRiPWaux,,,
"पुरोगामी महाराष्ट्र आपण म्हणतो खरे ... 
पण खरंच आहे का ? 
याला जबाबदार कोण?
@ChakankarSpeaks 
@CMOMaharashtra https://t.co/Sy8w0SPP6S",,,
"@AngryBird_5000 😝

नक्की काय केलं त्याचं?

तो तर म्हणतो संबंध नाही कबाबचा",,,
@d590NMx8dstLnQv अमरावती मध्ये msrlmअंतर्गत हजारो माता बघिणीकाम करून आपली उपजीविका भागवत असतांना तिथे गलिच्छ राजकार… https://t.co/UwwTqDccrn,,,
"RT @amruta26042012: स्वसंरक्षण करावे म्हणतो, तेव्हा आपल्याला स्वतःचे रक्षण अभिप्रेत असते. स्वतःचे रक्षण म्हणजे स्वतःच्या शरिराचे रक्षण ! भा…",,,
@Chiku_taku_Says @abpmajhatv मुददा तो नाहीच. मी म्हणतो नका सोडू. पण मग 80+ gm सामान सापडलेल्या भारती सिंग च्या जामी… https://t.co/GDPbm41hZf,,,
"RT @Liberal_India1: आणि उपरोधिकपणा यांचं मिश्रण असणारं हसू चेहऱ्यावर आणून तो फक्त म्हणतो, ""सबको?"" आणि आपली पुराणी स्कूटर घेऊन ध्यानचंदच्या…",,,
"@harshgw2k3 @waglenikhil @harshgw2k3 
माझा आणि संघाचा काहीच कधीच संबंध आलेला नाही त्यामुळे आपण जसे सांगत आहात तसा म… https://t.co/mY1juva9Bj",,,
"@paramvaibhav मी काय म्हणतो नेहरू आणि नेताजींच्या मध्ये लंगोटी यारी होती असं ते पाटलाच कार्ट म्हणताय

मग ते एडविना… https://t.co/BeIC4p3izK",,,
@VaishnaviDongr5 मी तर म्हणतो गौरी आणि शारूख च्यत काही गैरसमज नको व्हायला। उगाच ह्या मलिक ने एवढा का लोड घेतलाय स्व… https://t.co/UgoQ6LVXRT,,,
@rrrrajput कोण म्हणतो डॉक्टरना धर्म नसतो फक्त सनातनिना नसतो,,,
किमान खेळामध्ये तरी हे नको....शेवटी पाकिस्तान च ते.....अन आपण यांना भाईचारा म्हणतो https://t.co/RaXYQ5bVrb,,,
"☸️ *धम्मपद*☸️

 अभूतवादी नीरयं उपेति, 
 यो चापी कत्वा 'न करोमी'ति चाह
 उभोपि ते पेच्च समा भवन्ति,
 निहीनकम्मा मनुजा… https://t.co/bf0EkEdQSg",,,
"RT @Liberal_India1: हीच बाब अधोरेखित करतात, पण शंकेचे काळे ढग जमा होत आहेत हेच खरं. 'चक दे इंडिया'मधला एक प्रसंग. महिला टीमच्या कोच पदासाठी…",,,
"@PoojaAlhat1 अगदी बरोबर.👍

ठाकरेपवार महाभकास गॅंग, पहा जनता काय म्हणतेय.

तरीही राऊत म्हणतो,हे महाभकासचे वसुली सरका… https://t.co/M1G3Wq1RNB",,,
RT @pritesh4532: मी काय म्हणतो @rajivkhandekar एकदा त्या तुमच्या सुत्रांची बैठक बोलवा आणि त्यांच्या बैठकी सुजवा आणि अशा बातम्यांची सुरळी क…,,,
@PoojaAlhat1 @gad_pil @NCPspeaks @ShivSena @INCMaha @BJP4Maharashtra @uddhavthackeray @rautsanjay61 @PawarSpeaks… https://t.co/amKTceEwAU,,,
आपण ज्यांना जनतेचे लोकप्रतिनिधी म्हणतो ते आज खरंच जनतेच्या हितासाठी काम करतांना दिसत आहेत का ? सोशल मीडियाचं कोणतं… https://t.co/nfLVdqkrk8,,,
"जे फ्राड केले ती लिस्ट दिली आहे त्या बद्दल बोल चोर कधी म्हणतो का मी चोरि केली आहे , जो जनतेच्या पैशाचा हिशोब न दे… https://t.co/p3RsAoeFpz",,,
"@BhaktiJogal Tv ला न्युज आहे आर्यन खान म्हणतो की त्यांचा व मलिक यांचा काही संबंध नाही ,मग उरलं कोण ?",,,
ही या देशाची वास्तविकता आहे मेहनत करून पोलीस बनायचं आणि कधीकाळी ज्याच्या हातात बेड्या घालणारा पोलीस त्याच नेत्याला… https://t.co/HDdyCwtGMu,,,
"RT @liparevijay: एनसीबीचा एक साक्षीदार फसवणूक प्रकरणातला फरार आरोपी. दुसरा भाजपचा कार्यकर्ता. साक्षीदाराचा बॉडीगार्डच म्हणतो, ""डील झाली.""…",,,
"RT @NtngButA_shadow: @Partner_97 @niyati1222 दुसऱ्याच्या चुका ऐकायला भारी वाटतात मास्तर...
खरतर माणूस स्वतःच्या चुकातून शिकतो...
Kierkegaar…",,,
"@Partner_97 @niyati1222 दुसऱ्याच्या चुका ऐकायला भारी वाटतात मास्तर...
खरतर माणूस स्वतःच्या चुकातून शिकतो...
Kierkeg… https://t.co/A3YWhkGJcw",,,
"अनुभव म्हणतो शांत राहणेच
योग्य आहे शब्दांनी माणसे 
नाराज होतात शुभ रात्री.... https://t.co/djmAZM7SKl",,,
@AlfaMikes_View त्याला आम्ही सामान्य पामर स्वतःच्या जाळ्यात अडकलेला 'कोळी' म्हणतो 😂,,,
@ArohWelankar @KrantiRedkar काळोख झाला की आपली सावली ही आपली साथ सोडते. मग हे सगळे तर शोभेचे रंगलेले दिवे आहेत. जो… https://t.co/C7YKNZueHz,,,
"पाकचा मा.कर्णधार वकार युनूस म्हणतो ""भारताविरुद्धच्या सामन्यात मला रिझवानची खेळी आवडलीच पण त्याहून त्याने असंख्य हिं… https://t.co/qr9LepRyzg",,,
"@BabaSatarkar आमचा गण्या म्हणतो तेच दिवस भारी होते, लपून बसण्यासाठी जागा शोधत अख्खा महाराष्ट्र आणि निम्मा भारत फिरू… https://t.co/4LkBTwEXEU",,,
@rajuparulekar आणि नवाब मलिक आणि त्याचा जावई म्हणतो तो मी नव्हेच 😀😀😀😀😀😀 #हटवानवाबमलिक,,,
"#VikasPatil ला खोट्या मनाचे म्हणाऱ्या
साठी हा टीम cha task आहे.. आणि आता ते आपल्या आपल्या टीम साठी खेळत आहे.. जसे… https://t.co/BVTIBXK49O",,,
@The_realist0001 मला रोज शिव्या असायचा. आता म्हणतो ऐकलं असत बरं झालं असत 😂😂,,,
@Sonalimumbai1 कशाला बोलतील आपले लोक च नालायक आपला जवळील कोणी अडचणीत असेल तर मदत तर सोडा अजून कसा खड्यात जाईल… https://t.co/uYOXq51ETC,,,
मी काय म्हणतो @rajivkhandekar एकदा त्या तुमच्या सुत्रांची बैठक बोलवा आणि त्यांच्या बैठकी सुजवा आणि अशा बातम्यांची… https://t.co/fa3d6Amm82,,,
"इथंच एक व्हीडिओ पाहिला. एक मुलगी सांगतेय की, भारताला 99 वर्षांच्या लिजवर स्वातंत्र्य मिळालंय वगैरे. सोशल मीडिया आभा… https://t.co/N2OS5jQE2u",,,
"RT @sachinbuchade1: @kingsmanT11 अरे पण मी म्हणतो वेड घेऊन पेडगावला गेलंच पाहिजे का?
अश्या गोष्टीत वेळ वाया घालवण्यापेक्षा खूप सारे ज्ञान…",,,
"@Chav0_ @AmartyaR01 ट्विटर वर देशमुख नाव मिरवतोय आणि म्हणतो नाव माहीत आहे का तुला..? हा दुसरा लखोबा वाटतोय, सोड नाद… https://t.co/VSaSz01OEW",,,
काय करायचं आम्ही सामान्य माणसाने... फक्त थुकपट्टया लावल्या की जवाबदारी संपली का तुमची?एकाला विचारलं की तो म्हणतो म… https://t.co/76nCmd3G7z,,,
"RT @ameytirodkar: कुरुक्षेत्राच्या मध्यभागी रथ उभा केल्यावर अर्जुन व्याकुळतो नी म्हणतो, 

आचार्याः पितरः पुत्रास्तथैव च पितामहाः ।
मातुलाः…",,,
@AnjaliGore6 पण मी काय म्हणतो बैलगाडीला पेट्रोल ची काय गरज 😂,,,
"मोहम्मद नबी म्हणतो, ""..हे सगळ्यात अवघड काम आहे!"" 
#Sports #Cricket #Afghanistan #MohammadNabi 
https://t.co/rUc51SXVX3",,,
"@kingsmanT11 अरे पण मी म्हणतो वेड घेऊन पेडगावला गेलंच पाहिजे का?
अश्या गोष्टीत वेळ वाया घालवण्यापेक्षा खूप सारे… https://t.co/oBS9JuHTPh",,,
"@DKMCooper @d590NMx8dstLnQv @GopichandP_MLC UAPA जाऊद्या, देशविरोधी लोक अमित शहाला सांगुन बिना केसेसचे उचला म्हणतो… https://t.co/raAbe2GaGA",,,
@Virendra132017 @wankhedeprafull फार कमी वेळा... ८ वर्षात अनुभव हा आहे की का म्हणतो tax भरा आणि उत्तर येतं तो माझा… https://t.co/hFrLlPOVRs,,,
"@Deepakmore01 @nawabmalikncp भक्त या शब्दाचा अर्थ जो देवाची पूजा करतो,जो देवाला मानतो. तोच देव ज्याच्या मंदिराची र… https://t.co/e2e4DiW6gn",,,
@JainDenesh नाही मी तेच म्हणतो दादा जर आरोपी असेल तर शिक्षा होऊ दिली पाहिजे..आणी जर नसेल तर मग ते सिद्ध होईलच। आणी… https://t.co/EN9cFEUTJ3,,,
@mohol_murlidhar त्या मॅनेजर ल विचारलं तर तो एक तर बाहेरचा त्याला मराठी येत नाही ..आणि वरून म्हणतो आमचा व्यवसाय आहे… https://t.co/4EiJHOQzpX,,,
@VASANJ3 @BhushanD419 @aniruddhdsawant @garg_trupti @saurabhgharte2 @thakkar_sameet तुला कुणी सांगितले मला टॅग कराय… https://t.co/60CykqwOdB,,,
@TV9Marathi @nawabmalikncp @OfficeofNM सगळ्यात महत्वाचे म्हणजे की नवाब मलिक का एवढा पुळका का आला आर्यन खान चा? की ढ… https://t.co/Qzc3Cxdet7,,,
@rautsanjay61 जलील तुमच्या ऊरावर बसून म्हणतोय हिम्मत असंल तर संभाजी नगर करून दाखवा. शर्जील तुम्हाला सडक्या मेंदूचा… https://t.co/PU58kJDzmx,,,
